Name,Rating,Origin,Roast Level,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Review
Honduras Blue Hole Estate,93,Honduras,Medium-Light,9,8,9,9,8,"Spicy florals, crisply sweet nut tones, and distinct berry notes dominate in this inviting natural-processed Honduras cup."
Honduras Anaerobic Natural,93,Honduras,Light,9,8,9,9,8,An experimentally processed Honduras with a complex cup that includes notes reminiscent of Sweet-Tarts candy.
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,95,"Nyeri growing region, south-central Kenya",Medium-Light,9,9,9,9,9,"A strangely compelling anaerobic Kenya cup that takes both savory and sweet impulses to their extremes, and somehow manages to integrate them."
Democratic Republic of Congo Mighty Peace Mapendo,93,"Lake Kivu, Democratic Republic of Congo",Medium-Light,9,9,8,9,8,"An integrated, classic DR Congo cup with especially high-toned, balanced acidity."
Lugmapata Ecuador,95,"Pallatanga, Chimborazo Province, Ecuador",Medium-Light,9,9,9,9,9,"A harmonious, intricate Ecuador cup with leading notes of stone fruit, sage, almond and rich aromatic wood."
Red Sunset by Andres Cardona,94,"Santa Bárbara, Antioquia Department, Colombia",Medium-Light,9,9,9,9,8,"A pretty, delicate, confident honey-processed Colombia animated by both stone fruit and tropical fruit notes throughout."
Macarena Colombia,94,"Piendamó, Cauca Department, Colombia",Medium-Light,9,9,9,9,8,"An aromatically nuanced Colombia cup, deep-toned and complex, processed by an experimental method."
Haraaz Red Yemen,94,"Al Mashtal ul Burhani, Yemen",Medium-Light,9,9,9,9,8,"An intoxicatingly spice-toned cup — warming, resonant, rich."
Nicaragua Sabino Maria,93,"Jinotega Department, Nicaragua",Medium-Light,9,9,8,9,8,"An impressively balanced, bright Nicaragua cup with sweet herb undertones."
El Salvador Anarquia Pacamara,94,"Apaneca, El Salvador",Light,9,9,9,9,8,"A complex, nuanced, multi-layered El Salvador Pacamara cup, equal parts sweet and savory."
Tanzania Peaberry,93,Tanzania,Medium-Light,9,8,9,9,8,"A complex, deep-toned, floral Tanzania cup, at a very attractive price."
Ethiopia Karamo Natural,93,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,9,8,9,9,8,"A tropical-leaning natural-processed Ethiopia cup driven by high-toned fruit and deep floral tones, with a cocoa nib throughline."
Guatemala Reserve Las Moritas Yellow Pacamara,93,"El Progresso Department, Guatemala",Medium-Light,9,8,9,9,8,"A flavor-saturated, confident Guatemala Pacamara cup, chocolaty and rich."
Colombia Sidra Natural Signature Selection,96,"Caicedonia, Valle de Cauca Department, Colombia",Light,9,9,9,10,9,An exquisitely structured Colombia Sidra cup processed by an experimental method that highlights notes of rich fruit and sweet whiskey.
Colombia Finca El Paraiso Geisha Letty,97,"Cauca, Colombia",Light,10,9,9,10,9,"This double-anaerobic Colombia Geisha has a remarkable and surprising cup profile that is, at turns, fruity and floral, tart yet singingly sweet."
Monarch Estate Pacamara,94,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,9,9,9,9,8,"A nuanced Kona Pacamara cup with deep-toned stone fruit, dark chocolate and sweet floral notes and an umami undercurrent suggesting candycap mushroom."
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry,94,"Holualoa, Kona growing region, Big Island of Hawai’i",Medium-Light,9,9,9,9,8,"An inviting, complex, unusual cup with notes of tropical fruit, spicy flowers and rich aromatic wood."
Ka’u IPA Natural,95,"Ka’u growing region, Big Island of Hawai’i",Medium-Light,9,9,9,9,9,"An experimentally processed Red Catuai grown on Hawai’i Island and processed with beer yeast, promoting a uniquely brisk and complex cup."
Honduras Finca Cerro Azul Yellow Pacas,93,"Siguatepeque, Comayagua Department, Honduras",Medium-Light,9,8,9,9,8,"A confident expression of the Yellow Pacas variety of Arabica, richly sweet with notes of stone fruit complicated by a hint of coriander-like spice."
Ecuador Finca Lugmapata Mejorado,95,"Pallatanga, Chimborazo, Ecuador",Light,9,9,9,9,9,"An elegant, rich, deep-toned Ecuador cup driven by floral and spice notes, with an especially bright, balanced acidity."
Monarch Estate Hawaiian Gesha,92,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,9,8,8,9,8,"An inviting, straightforward Kona Gesha cup, balanced and bright, with pleasing suggestions of tart fruit and spicy florals."
‘Ōpio Kona,91,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,8,8,9,8,8,"An easy-drinking medium-roasted Hawaiian Gesha cup, deep and chocolaty."
Hawai’i Ka’u Classic Dark,92,"Ka’u growing region, Big Island of Hawai’i",Medium,9,8,8,9,8,"Sturdy, chocolaty, smooth, rich — also makes a good espresso shot."
Guatemala Finca Buena Esperanza,93,"Huehuetenango, Guatemala",Medium-Light,9,9,8,9,8,"A classic washed Guatemala cup with notes of stone fruit, sweet nut, chocolate and spicy flowers."
Session Blend,93,Guatemala; Ethiopia,Medium-Light,9,8,9,9,8,"A balanced, vibrant, chocolaty and floral-toned Ethiopia-Guatemala blend."
Honduras Relationship Coffee Norma Lara,93,"Ocotepeque Department, Honduras",Medium-Light,9,8,9,9,8,"A balanced and integrated washed Honduras cup with deep floral notes throughout, supported by citrus and cocoa."
Ethiopia Hambela Goro,92,"Guji Zone, Oromia Region, southern Ethiopia",Light,9,8,8,9,8,"A sweet-toned, fruit-forward natural-processed Ethiopia cup with delicate florals and perfumy resin notes throughout."
Sumatra Batak Triple-Picked,92,"Lintong growing region, Sumatra, Indonesia",Medium-Light,9,8,8,9,8,"A chocolaty, confidently savory, classic Sumatra wet-hulled cup."
Honduras COMSA Natural,92,"Marcala, La Paz Department, Honduras",Medium-Light,8,9,8,9,8,"A sweet, nut-toned Honduras natural cup with stone fruit notes throughout and especially juicy acidity."
Shakiso Natural,94,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,9,9,9,8,"A complex, fruit-centered Guji cup with richly sweet floral and deep citrus and nut tones."
Cerro Azul Geisha Honey Process,94,"Trujillo, Valle del Cauca, Colombia",Medium-Light,9,9,9,9,8,"Deep, floral and fruit-driven, with notes of dried stone fruit, spice-toned flowers, and rich cocoa."
La Esmeralda Diamond Mountain Washed Coffee,94,"Boquete growing region, Panama",Medium-Light,9,9,9,9,8,An appealing washed Panama cup with richly spice-toned florals and citrus zest as throughlines.
Yirgacheffe Specialty Coffee,93,"Konga Village, Gedeo Zone, Ethiopia",Medium-Light,9,9,8,9,8,"A crisp, cleanly fruit-toned Ethiopia natural cup."
COE Sidama Bona 74110,93,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,9,9,8,9,8,"A nuanced, balanced washed Ethiopia cup with deep tropical fruit, cocoa, and spicy floral notes."
Ethiopia Yirgacheffe Adorsi G1,93,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,9,8,9,9,8,"A chocolaty, fruit-forward cup with undertones of rich florals and deep aromatic wood."
Gayo Mandheling Specialty Coffee,93,"Aceh Province, Sumatra, Indonesia",Medium-Light,9,8,9,9,8,"A rich, crisply chocolaty Sumatra cup laced with sweet-spicy flowers."
Ethiopia Yirgacheffe G1,91,"Yirgacheffe growing region, south-central Ethiopia",Light,8,8,8,9,8,"A friendly, accessible natural-processed Ethiopia cup: crisply sweet, deeply chocolaty, with hints of spicy florals throughout."
Karen J Kona Red Bourbon Natural Anaerobic,95,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,9,9,9,9,9,"A regular, much-anticipated Hula Daddy offering, this year’s Karen J Red Bourbon is lush, deep, balanced, and refined with aromatic intrigue that plays out beautifully on the palate."
El Salvador Finca Mileydi Pacamara,95,"Cantón El Tunel, La Palma, Chalatenango, El Salvador",Medium-Light,9,9,9,9,9,"A rich-toned, floral and chocolaty Pacamara cup with ballast from notes of bittersweet citrus zest."
El Salvador Las Veraneras Red Bourbon,94,Apaneca Ilamatepec mountain range,Medium-Light,9,9,9,9,8,"Paradoxically delicate and deep, this El Salvador anaerobic natural offers dried stone fruit notes at the top and sweet herb notes underneath for a wide range of sensory pleasure."
Guo Mei Zhu,93,"Nariño Department, Colombia",Medium-Light,9,9,8,9,8,"A classic Colombia cup: bright, balanced, chocolaty and richly nutty."
Spring Dawn,92,Ethiopia; Rwanda; Panama,Medium-Light,8,8,9,9,8,A harmonious blend with chocolate and nut anchors and pleasingly bright fruit and spicy floral complications.
Costa Rica Brunca Rivense La Guaca Passion Honey,94,"Brunca Region, Costa Rica",Medium-Light,9,9,9,9,8,"A rich-toned, gently fermenty Costa Rica cup processed by a variation of the honey method: sweet, fruity, chocolaty, enticing."
Ethiopia Gediyo Yirgacheffe Gedeb Worka Banko Gotiti Natural,93,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,9,9,8,9,8,"A vibrant natural-processed Ethiopia cup with dried berry notes, bittersweet florals, and a throughline of crisp cocoa nib."
Hunkute by Nordic Approach,94,"Sidama growing region, southern Ethiopia",Light,9,9,9,9,8,"A richly aromatic, even perfumy, washed Sidama cup, with distinct notes of bergamot, plum, and spice-toned florals suggesting star jasmine."
Colombia Aromas de Sur,93,"Huila Department, Colombia",Medium-Light,9,8,9,9,8,"A lush, fruity natural-processed Colombia cup with an especially mouth-
filling body."
Costa Rica Termico,91,"Tarrazu growing region, Costa Rica",Light,8,8,9,9,7,"Evocative of walking into an American bakery with its notes of nutmeg and clove, this Costa Rica coffee was processed by an innovative “thermic” method."
Schweik’s Blend,94,Africa,Light,9,9,9,9,8,"Evocative of a summer fruit pie, this blend of coffees from Africa is nuanced and complex, and a superb value, to boot."
Whiskey Dreams Moka Java,94,Indonesia; Ethiopia,Medium-Light,9,9,9,9,8,"A classic Moka Java blend that evokes the depth of aroma and flavor of a high-end whiskey: fruity, earthy, decadent."
Black Level Blend,94,Kenya; Colombia,Medium-Light,9,9,9,9,8,"A chocolaty, sweetly herbaceous cup with an umami throughline — complex, nuanced, confident."
Obsidian Mirror Blend,93,El Salvador; Guatemala; Honduras,Medium,9,8,9,9,8,A deftly darker roasted blend intended to honor the Mayan cultures central to the three green coffee origin countries contributing to the blend.
704 Blend,93,Papua New Guinea; Guatemala,Medium,9,8,9,9,8,"A familiar, comforting blend with leading notes of dark caramel, rich nut tones, and pretty florals — a classic daily drinker."
Memory Lane,93,Brazil; Guatemala; Indonesia,Medium-Light,9,8,9,9,8,"Designed to work equally well as pourover or espresso, this blend has deep sweetness, balanced fruit and florals, and undercurrents of baking spices throughout."
New Wave Blend,93,Colombia; Ethiopia,Medium-Light,9,9,8,9,8,"A compelling blend of coffees from Colombia (washed) and Ethiopia (natural) that nets a crisply chocolaty, fruit-forward cup."
House Blend,92,Ethiopia; Guatemala,Medium-Light,9,8,8,9,8,"A straight-ahead, balanced and inviting blend of a washed Guatemala and a natural Ethiopia intended for both drip and espresso formats."
Mo’ Better Brews Bleek & Indigo Blend,92,Colombia; Ethiopia,Medium-Light,9,8,8,9,8,"A chocolaty, fruit-leaning blend with a spicy floral undercurrent."
Valkyrie Blend,92,Ethiopia; Honduras; Brazil,Medium,9,8,8,9,8,A inviting medium-dark blend with a roast profile that particularly develops the pleasing chocolate tendencies of the green coffees.
Karindundu Kenya,94,"Nyeri County, Kenya",Medium-Light,9,9,9,9,8,"A complex, nuanced Kenya cup with layers of tart fruit, spice-toned florals and cocoa notes throughout; especially lively acidity."
Medium Roast,92,"Holualoa, North Kona, Big Island of Hawai’i",Medium-Light,8,8,9,9,8,"A crisp, cocoa-toned Kona cup with undertones of pretty dried fruit, floral and nut."
Medium-Dark Roast,91,"Holualoa, North Kona, Big Island of Hawai’i",Medium,8,8,9,9,7,"A confidently darker-roasted single-origin Kona cup, sweet and chocolaty."
Colombia Geisha Natural,94,"Tolima Department, Colombia",Medium-Light,9,9,9,9,8,"A natural-processed Colombia Geisha; evokes a tropical fruit farm. Mango is the throughline, with ballast from cocoa nib and sandalwood."
Pacas Estate El Salvador Natural,94,"Los Naranjos, Juayua, Sonsonate, El Salvador",Medium-Light,9,9,9,9,8,"A cleanly fruit-toned natural-processed El Salvador cup — juicy, bright, berry-driven."
Caribbean Blue,92,"Dondon, Haiti",Medium-Light,9,8,8,9,8,A classic island cup: nutty-sweet with gentle acidity.
Colombia Caturra Anaerobic Natural,92,"Tolima Department, Colombia",Medium-Light,9,8,8,9,8,"Almost dessert-like in its sweetness, this anaerobically processed Caturra exhibits candy-like aromas and flavors with a savory edge."
Cocaine for Coffee,92,Bolivia,Medium-Light,9,8,8,9,8,"A friendly, accessible Bolivia cup, the proceeds of which helps farmers transition from the dangers of coca farming to coffee growing."
First Love Blend,92,Colombia; Ethiopia; Kenya,Light,9,8,8,9,8,"A lush, umami-toned fruit bomb of a blend that shakes up any notion of an everyday coffee and may particularly appeal to open-minded fans of the latest experimental processing methods."
Hunapu Natural Guatemala,94,"Antigua, Guatemala",Medium-Light,9,9,9,9,8,"An attractive natural-processed Guatemala cup with deep-toned fruit, nut, and sweet citrus notes; especially engaging mouthfeel."
Kabiufa Papua New Guinea,95,"Kabiufa, Eastern Highlands, Papua New Guinea",Light,9,9,9,9,9,"An exciting PNG cup with a grand aromatic range: bright fruit, sweet toffee, spicy florals, earthy depth."
Ethiopia Natural Sidama TAMIRU 74158,96,"Sidama growing region, southern Ethiopia",Medium-Light,9,9,9,10,9,"A poetically complex Ethiopia natural cup, uniquely composed with spicy florals, deep fruit, and decadent musk notes."
Uganda Organic Sipi Falls Honey,93,"Sipi Falls, Bugisu Region, Uganda",Medium-Light,9,8,9,9,8,"A chocolaty, nutty, deeply sweet Uganda cup with a particularly full, plush mouthfeel."
Bedhatu Jibicho Natural,95,"Gedeb District, Gedeo Zone, southern",Medium-Light,9,9,9,9,9,"A nuanced, multi-layered natural-processed Ethiopia cup, elegantly fruit-forward and intricately balanced."
Sabana Redonda SL28 Costa Rica,94,"Sabanilla de Alajuela, Central Valley, Costa Rica",Medium-Light,9,9,9,9,8,Dried stone fruit and floral tones carry this fascinating coffee — a traditional Kenya variety grown in Costa Rica and processed experimentally.
Gigesa Ethiopia,93,"Guji Zone, Oromia Region, Ethiopia",Medium-Light,8,9,9,9,8,A delicately aromatic washed Guji cup framed by citrus and sweet herb with a cocoa throughline.
Ka’u Peaberry Hawai’i,92,"Ka’u growing region, Big Island of Hawai’i",Medium-Light,9,8,8,9,8,"A friendly, familiar cup with a cocoa throughline and sweet nut, floral and fruit tones."
Ethiopia Bench Maji Gesha Village Dimma Illubabor Forest A6 Natural,95,"Bench-Maji Zone, Southern Ethiopia",Light,9,9,9,9,9,"A harmonious, fruit- and floral-toned natural-processed Ethiopia Gesha redolent of stone fruit and its flowers."
Sumatra Siamang Forest,94,"Simalungun, Sumatra, Indonesia",Medium-Light,9,9,9,9,8,"A complex, multifarious cup that engages at both the upper and lower ends of the tonal range."
Yemen Jabal Nabi Special Reserve,94,"Hayma Dakhiliya growing region, Sana’a Governorate, Yemen",Medium-Light,9,9,9,9,8,"A multi-layered, nuanced Yemen with an engaging sweet ferment at its center, supported by fruit and earthy tobacco impulses throughout."
Kenya Gakuyuini AA,94,"Kirinyaga County, south-central Kenya",Medium-Light,9,9,8,9,9,"A juicy, deep-toned Kenya cup with especially lively acidity and lasting flavor-laden finish."
Colombia Manos Juntas,92,"Cauca, Colombia",Medium-Light,9,8,8,9,8,"A savory-leaning, berry-toned anaerobic natural Colombia cup, nuanced and deep."
Ethiopia Guji Goro Bedessa,93,"Guji Zone, Ethiopia",Medium-Light,9,9,8,9,8,A comfortingly familiar washed Ethiopia cup: juicy-bright with leading notes of stone fruit and cocoa nib.
Ethiopia Guji Hambela G1 Kudume Wolicho Honey,93,"Sidama growing region, southern Ethiopia",Light,9,9,8,9,8,A deeply fruit-toned honey-processed Ethiopia cup with leading notes of berries and spice-toned florals.
